A Little Life,Hanya Yanagihara,2015
Glitter and Glue,Kelly Corrigan,2014
Gathering Prey,John Sandford,2015
Perfect Chemistry,Simone Elkeles,2008
The High King ,Lloyd Alexander,1968
The Astronaut Wives Club,Lily Koppel,2013
When Calls the Heart,Janette Oke,1983
The Sum of All Men,David Farland,1998
Lost,"Gregory Maguire, Douglas Smith",2001
The Naked Face,Sidney Sheldon,1970
Underworld,Don DeLillo,1997
This Savage Song,Victoria Schwab,2016
The Dragonbone Chair,Tad Williams,1988
The Fault in Our Stars,John Green,2012
Tiger's Voyage,Colleen Houck,2011
The Wasp Factory,Iain Banks,1984
Split Second,David Baldacci,2003
Blindsighted,Karin Slaughter,2001
Since You've Been Gone,Morgan Matson,2014
Mirror Dance,Lois McMaster Bujold,1994
Angelology,Danielle Trussoni,2010
Blameless,Gail Carriger,2010
L'isola del giorno prima,Umberto Eco,1994
Diamonds are Forever,Ian Fleming,1956
Up From the Grave ,Jeaniene Frost,2014
Singularity Sky,Charles Stross,2003
Waiting to Exhale,Terry McMillan,1992
The Red Badge of Courage,Stephen Crane,1871
River Marked,Patricia Briggs,2011
Stone Cold,David Baldacci,2007
Rachel's Holiday,Marian Keyes,1997
The Book of Shadows,Paula Brackston,1991
The Patron Saint of Liars,Ann Patchett,1992
Sizzling Sixteen,Janet Evanovich,2009
The Bonfire of the Vanities,Tom Wolfe,1987
Paddy Clarke Ha Ha Ha,Roddy Doyle,1993
Mad About the Boy,Helen Fielding,2013
My Name Is Mary Sutter,Robin Oliveira,2010
Infinite Jest,David Foster Wallace,1996
The Ghost Brigades,John Scalzi,2006
Another Fine Myth,Robert Lynn Asprin,1978
To The Lighthouse ,Virginia Woolf,1927
Heaven,Alexandra Adornetto,2012
Captain's Fury,Jim Butcher,2007
"Night World, No. 3",L.J. Smith,2009
David Gets in Trouble,David Shannon,2002
Beautiful Stranger,Christina Lauren,2013
Grave Surprise,Charlaine Harris,2006
Empire of Ivory,Naomi Novik,2007
The Lace Reader,Brunonia Barry,2006
Curious George,H.A. Rey,1941
Dance Upon The Air,Nora Roberts,2001
Hausfrau,Jill Alexander Essbaum,2015
The Bone People,Keri Hulme,1984
A Rose for Emily,William Faulkner,1930
Strip Tease,Carl Hiaasen,1993
Frog and Toad Are Friends,Arnold Lobel,1970
Uglies,Scott Westerfeld,2005
Fool's Fate,Robin Hobb,2003
"White Witch, Black Curse",Kim Harrison,2009
Children of God,Mary Doria Russell,1998
Total Control,David Baldacci,1996
The Chosen,Chaim Potok,1967
Terms of Endearment,Larry McMurtry,1975
Nachfolge,Dietrich Bonhoeffer,1937
The Virgin Cure,Ami McKay,2011
"From Russia, with Love",Ian Fleming,1957
Okay for Now,Gary D. Schmidt,2011
Anil's Ghost,Michael Ondaatje,2000
Fang,James Patterson,2010
You Can Heal Your Life,Louise L. Hay,1984
Still Life with Woodpecker,Tom Robbins,1980
Waterfall,Lisa Tawn Bergren,2011
Ilse Witch ,Terry Brooks,2000
The Lost Wife,Alyson Richman,2011
Greenwitch,Susan Cooper,1974
Tell No One,Harlan Coben,2001
Deity,Jennifer L. Armentrout,2012
Girls in White Dresses,Jennifer Close,2011
Debt Inheritance,Pepper Winters,2014
The Notebook,Nicholas Sparks,1996
From the Corner of His Eye,Dean Koontz,2000
Prodigal Summer,Barbara Kingsolver,2000
Stellaluna,Janell Cannon,1993
Ghost World,Daniel Clowes,1998
The Birth of Venus,Sarah Dunant,2003
Sins of the Night,Sherrilyn Kenyon,2005
The Search,Nora Roberts,2010
Brokeback Mountain,Annie Proulx,1997
Blow Fly,Patricia Cornwell,2003
Lone Wolf,Jodi Picoult,2012
Hallowed,Cynthia Hand,2012
Servant of the Bones,Anne Rice,1996
The Selfish Gene,Richard Dawkins,1976
Prey,Michael Crichton,2002
The Line of Beauty,Alan Hollinghurst,2004
Hannibal Rising,Thomas Harris,2006
The Source,James A. Michener,1965
A Reliable Wife,Robert Goolrick,2009
The Bourne Identity,Robert Ludlum,1980
The Evolutionary Void,Peter F. Hamilton,2009
Small Favor,Jim Butcher,2008
The Grapes of Wrath,John Steinbeck,1939
Ringworld,Larry Niven,1970
The Return of the King,J.R.R. Tolkien,1955
Being Nikki,Meg Cabot,2009
Dawn,Erin Hunter,2005
Losing It,Cora Carmack,2012
The Blind Assassin,Margaret Atwood,2000
Descent,Tim Johnston,2015
The Omnivore's Dilemma,Michael Pollan,2006
King of Foxes,Raymond E. Feist,2003
Eternal Rider,Larissa Ione,2011
The Other Side of Dawn,John Marsden,1999
The Diviners,Libba Bray,2012
Valley of the Dolls,Jacqueline Susann,1966
Shatterglass,Tamora Pierce,2003
Dawn,Octavia E. Butler,1987
Boy Meets Girl,Meg Cabot,2004
The Grand Sophy,Georgette Heyer,1950
Mortal Coil,Derek Landy,2010
Desperation,Stephen King,1996
A Long Walk to Water,Linda Sue Park,2010
Honor Among Enemies,David Weber,1996
Heir of Novron,Michael J. Sullivan,2012
The Copper Beech,Maeve Binchy,1992
Forward the Foundation,Isaac Asimov,1993
The Rumor,Elin Hilderbrand,2015
Strong Poison,Dorothy L. Sayers,1930
Gone for Good,Harlan Coben,2002
Genesis,Karin Slaughter,2009
Magic Bites,Ilona Andrews,2007
Hatchet,Gary Paulsen,1986
Dead and Gone,Charlaine Harris,2009
Code Name Verity,Elizabeth Wein,2012
Hourglass,Myra McEntire,2011
Theft of Swords,Michael J. Sullivan,2011
Dare Me,Megan Abbott,2012
The Compound,S.A. Bodeen,2008
The Sword Thief,Peter Lerangis,2009
I Want My Hat Back,Jon Klassen,2011
The Forgotten Garden,Kate Morton,2008
Nine Stories,J.D. Salinger,1953
Yes Please,Amy Poehler,2014
Bel Canto,Ann Patchett,2001
Blue Monday,Nicci French,2011
Charmed Life ,Diana Wynne Jones,1977
I Am Ozzy,"Ozzy Osbourne, Chris Ayres",2009
Devil Bones,Kathy Reichs,2008
Driving Miss Daisy,Alfred Uhry,1986
The Negotiator,Dee Henderson,2000
The Perfect Hope,Nora Roberts,2012
In the Lake of the Woods,Tim O'Brien,1994
Trapped ,Kevin Hearne,2012
Physik,"Angie Sage, Mark Zug",2007
Orlando: A Biography,Virginia Woolf,1928
A Fire Upon The Deep,Vernor Vinge,1992
Day After Night,Anita Diamant,2009
The Help,Kathryn Stockett,2009
Mercy Blade,Faith Hunter,2011
Nightshade,Andrea Cremer,2010
The Beach,Alex Garland,1996
Private,Kate Brian,2006
Calling Me Home,Julie Kibler,2012
Counting by 7s,Holly Goldberg Sloan,2013
Dear John,Nicholas Sparks,2006
East of Eden  ,John Steinbeck,1952
Faefever,Karen Marie Moning,2008
Just Listen,Sarah Dessen,2006
Housekeeping,Marilynne Robinson,1980
Forest Mage,Robin Hobb,2006
Cranford,Elizabeth Gaskell,1853
First Rider's Call,Kristen Britain,2003
Night over Water,Ken Follett,1991
L.A. Candy,Lauren Conrad,2009
Everyman,Philip Roth,2006
Winter Moon,Dean Koontz,1993
Kushiel's Justice,Jacqueline Carey,2007
The Prisoner of Zenda,Anthony Hope,1894
Jewels of the Sun,Nora Roberts,1999
Briar's Book,Tamora Pierce,1999
Dragon bound,Thea Harrison,2011
The Enchanted Wood,Enid Blyton,1939
How the Mind Works,Steven Pinker,1997
The Giver,Lois Lowry,1993
Executive Power,Vince Flynn,2003
The Virgin's Lover,Philippa Gregory,2004
Magic Binds,Ilona Andrews,2016
Rumble Fish,S.E. Hinton,1975
Gemeinsames Leben,Dietrich Bonhoeffer,1939
The Stranger,Harlan Coben,2015
Jewel (Oprah's Book Club) ,Bret Lott,1991
Northern Lights,Philip Pullman,1995
Deliverance,James Dickey,1970
The Castaways,Elin Hilderbrand,2009
The Birth House,Ami McKay,2006
Fox in Socks,Dr. Seuss,1965
I Shall Wear Midnight,Terry Pratchett,2010
The Autumn Republic ,Brian  McClellan,2015
Iced,Karen Marie Moning,2012
Leaving Time,Jodi Picoult,2014
The Moor's Last Sigh,Salman Rushdie,1995
One,Richard Bach,1988
Sieben Jahre in Tibet,Heinrich Harrer,1952
Blackberry Winter,Sarah Jio,2012
I Capture the Castle,Dodie Smith,1948
The Ruby Circle,Richelle Mead,2015
Taken,Robert Crais,2012
"Between, Georgia",Joshilyn Jackson,2006
Shugo Chara! 1 (Shugo Chara!),Peach-Pit,2006
Kindred,Octavia E. Butler,1979
Rumors,Anna Godbersen,2008
Lover Revealed,J.R. Ward,2007
Before I Fall,Lauren Oliver,2010
Death on the Nile,Agatha Christie,1937
Great Expectations,Charles Dickens,1860
The Rescue,Nicholas Sparks,2000
The Cradle Will Fall,Mary Higgins Clark,1980
Relic,"Douglas Preston, Lincoln Child",1995
Fever,Maya Banks,2013
The Odd Couple,Neil Simon,1965
Caught,Harlan Coben,2010
Getting Over It,Anna Maxted,2000
The Hydrogen Sonata,Iain M. Banks,2012
Matter,Iain M. Banks,2008
Excession,Iain M. Banks,1996
My Stroke of Insight,Jill Bolte Taylor,2006
The Chosen One,Carol Lynch Williams,2009
Robopocalypse,Daniel H. Wilson,2011
The Island of Dr. Moreau,H.G. Wells,1896
Matilda,"Roald Dahl, Quentin Blake",1988
Double Whammy,Carl Hiaasen,1987
Black Swan Green,David Mitchell,2006
Secrets of a Summer Night,Lisa Kleypas,2004
Jitterbug Perfume,Tom Robbins,1984
A Summer Affair,Elin Hilderbrand,2008
The Book of Illusions,Paul Auster,2002
Microserfs,Douglas Coupland,1995
Home Front,Kristin Hannah,2012
Exodus,Leon Uris,1958
Nevermore,Kelly Creagh,2010
A Faint Cold Fear,Karin Slaughter,2003
The Unlikely Spy,Daniel Silva,1996
Holding the Dream,Nora Roberts,1996
How to Save a Life,Sara Zarr,2011
The Walk,Richard Paul Evans,2010
Luckiest Girl Alive,Jessica Knoll,2015
Angle of Repose,Wallace Stegner,1971
Double Star,Robert A. Heinlein,1956
Brown Girl Dreaming,Jacqueline Woodson,2014
Berlin: The Downfall 1945,Antony Beevor,1998
Manwhore,Katy Evans,2015
Hideaway,Dean Koontz,1992
Prep,Curtis Sittenfeld,2005
A World Without Heroes,Brandon Mull,2011
Little Brother,Cory Doctorow,2008
Absolute Power,David Baldacci,1995
Texas,James A. Michener,1985
Harvest ,Tess Gerritsen,1996
Another Piece of My Heart,Jane Green,2012
The Forsyte Saga,John Galsworthy,1921
Treasure,Clive Cussler,1988
Landline,Rainbow Rowell,2014
Love & Misadventure,Lang Leav,2013
"I, Claudius",Robert Graves,1934
How to Be a Woman,Caitlin Moran,2011
Alien,Alan Dean Foster,1979
The Summons,John Grisham,2002
Kiss of Frost,Jennifer Estep,2011
The General's Daughter,Nelson DeMille,1992
Betty Crocker's Cookbook,Betty Crocker,1969
Broken prince,Erin Watt,2016
Going After Cacciato,Tim O'Brien,1978
The Minority Report,Philip K. Dick,1956
Immortal in Death ,J.D. Robb,1996
Last Night in Twisted River,John Irving,2009
Return,"Karen Kingsbury, Gary Smalley",2003
Deliver Us From Evil,David Baldacci,2010
The Acid House,Irvine Welsh,1994
Metro Girl,Janet Evanovich,2004
The Messenger,Daniel Silva,2006
Walking Disaster,Jamie McGuire,2013
The Piano Teacher,Janice Y.K. Lee,2008
The Pledge,Kimberly Derting,2011
A Painted House,John Grisham,2001
The Turn of the Screw,Henry James,1898
Kiss the Dead,Laurell K. Hamilton,2012
Deal Breaker,Harlan Coben,1995
The Hero of Ages,Brandon Sanderson,2008
Lipstick Jungle,Candace Bushnell,2005
"Carry On, Jeeves",P.G. Wodehouse,1925
Queen of Sorcery,David Eddings,1982
Numbers,Rachel Ward,2008
The Gift,Alison Croggon,2002
Murder Must Advertise,Dorothy L. Sayers,1933
White Teeth,Zadie Smith,1999
Scrappy Little Nobody,Anna Kendrick,2016
The Invaders,John Flanagan,2012
All That Remains,Patricia Cornwell,1992
The Three Pigs,David Wiesner,2001
The Screaming Staircase,Jonathan Stroud,2013
The Peripheral,William Gibson,2014
For a Few Demons More ,Kim Harrison,2007
"Girl, Interrupted",Susanna Kaysen,1993
The Sicilian,Mario Puzo,1984
Anathem,Neal Stephenson,2008
Splintered,A.G. Howard,2013
Fire Star,Chris d'Lacey,2005
Glory in Death,J.D. Robb,1995
City on Fire,Garth Risk Hallberg,2015
Midnight for Charlie Bone,Jenny Nimmo,2002
Tears of the Moon,Nora Roberts,1999
May We Be Forgiven,A.M. Homes,2012
Endless Summer,Jennifer Echols,2010
The Case for Christ,Lee Strobel,1988
The Secret Adversary,Agatha Christie,1922
Growing up Amish,Ira Wagler,2011
Waiting for the Barbarians,J.M. Coetzee,1980
Dragon Tears,Dean Koontz,1993
Body Movers ,Stephanie Bond,2006
Sandman Slim,Richard Kadrey,2009
Forest of Secrets,Erin Hunter,2003
The Thirty-Nine Steps,John Buchan,1915
Swindle,Gordon Korman,2008
The Carrie Diaries,Candace Bushnell,2010
Lean Mean Thirteen,Janet Evanovich,2007
Crown Duel ,Sherwood Smith,1997
Birds of America: Stories,Lorrie Moore,1998
The Monkey's Raincoat,Robert Crais,1987
Adam,Ted Dekker,2008
Feed,Mira Grant,2010
Aloha from Hell,Richard Kadrey,2011
The Final Warning,James Patterson,2008
Sworn to Silence,Linda Castillo,2009
Twilight,Erin Hunter,2006
The Handmaid's Tale,Margaret Atwood,1985
Go Set a Watchman,Harper Lee,2015
Homer's Odyssey ,Gwen Cooper,2009
The Clan of the Cave Bear,Jean M. Auel,1980
"The Third Day, The Frost",John Marsden,1995
The Book of Three,Lloyd Alexander,1964
Master of the Senate,Robert A. Caro,2002
Patriot Games,Tom Clancy,1987
The Bronze Horseman,Paullina Simons,2001
You Suck ,Christopher Moore,2007
Sisters,Raina Telgemeier,2014
Flutter,Amanda Hocking,2010
The Secret Scripture,Sebastian Barry,2008
Tales of the City,Armistead Maupin,1978
The Last Detective,Robert Crais,2003
Sweet Evil,Wendy Higgins,2012
The Last Battle,C.S. Lewis,1956
K is for Killer,Sue Grafton,1994
Hot Water Music,Charles Bukowski,1983
Magic Steps,Tamora Pierce,2000
The Ipcress File,Len Deighton,1962
You,Caroline Kepnes,2014
Gilead,Marilynne Robinson,2004
Fever 1793,Laurie Halse Anderson,2000
Disappearing Acts,Terry McMillan,1989
Ilium,Dan Simmons,2003
Cinq semaines en ballon,Jules Verne,1863
The Kind Worth Killing,Peter  Swanson,2015
The Locket,Richard Paul Evans,1998
Commonwealth,Ann Patchett,2016
No Time for Goodbye,Linwood Barclay,2007
Sickened,Julie Gregory,2003
The Medusa Plot,Gordon Korman,2011
Demon Lord of Karanda,David Eddings,1988
The Book of Ruth,Jane Hamilton,1988
War and Remembrance,Herman Wouk,1978
Before They Are Hanged,Joe Abercrombie,2007
Carpe Jugulum,Terry Pratchett,1998
The Appeal,John Grisham,2008
Full Black,Brad Thor,2011
Four: The Transfer,Veronica Roth,2013
A Tale for the Time Being,Ruth Ozeki,2013
The Fixer Upper,Mary Kay Andrews,2009
The Good House,Ann Leary,2013
The Vampire Armand,Anne Rice,1998
The Death of Bunny Munro,Nick Cave,2009
I Was Here,Gayle Forman,2015
Longbourn,Jo Baker,2013
Time for Bed,"Mem Fox, Jane Dyer",1993
Hoot,Carl Hiaasen,2002
Ask the Passengers,A.S. King,2012
Memory Man,David Baldacci,2015
Breath,Tim Winton,2008
The Gods of War,Conn Iggulden,2006
The Iron Queen,Julie Kagawa,2011
Scarlet,Marissa Meyer,2013
This is Water,David Foster Wallace,2009
The Executioner's Song,Norman Mailer,1979
The Blood of Olympus,Rick Riordan,2014
The Liars' Club: A Memoir,Mary Karr,1995
Say Goodbye,Lisa Gardner,2008
Auschwitz: A New History,Laurence Rees,2005
Mirror Mirror,Gregory Maguire,2003
Ladder of Years,Anne Tyler,1995
The Funhouse,"Owen  West, Dean Koontz",1980
Paris to the Moon,Adam Gopnik,2000
Child of God,Cormac McCarthy,1973
Sapphique,Catherine Fisher,2000
Lightning,Dean Koontz,1988
Seduce Me at Sunrise,Lisa Kleypas,2008
S is for Silence,Sue Grafton,2005
Zomerhuis met zwembad,Herman Koch,2011
The Thirteenth Tale,Diane Setterfield,2006
The Wives of Henry VIII,Antonia Fraser,1992
Treasure Island,Robert Louis Stevenson,1882
The Eye of the World,Robert Jordan,1990
Bury Your Dead,Louise Penny,2010
"Juliet, Naked",Nick Hornby,2009
Second Chance,Jane Green,2007
The Gatecrasher,Madeleine Wickham,1998
Crooked House,Agatha Christie,1949
Dance with the Devil,Sherrilyn Kenyon,2003
The Year of the Flood,Margaret Atwood,2009
Digging to America,Anne Tyler,2006
The Edge of Never,J.A. Redmerski,2012
The Fire Eternal,Chris d'Lacey,2007
"Oh, the Places You'll Go!",Dr. Seuss,1990
Letter to My Daughter,Maya Angelou,2008
The Girls,Lori Lansens,2005
Eona: The Last Dragoneye,Alison Goodman,2011
The Scottish Prisoner,Diana Gabaldon,2011
Armor,John Steakley,1984
The Other Boleyn Girl,Philippa Gregory,2001
Stay Close,Harlan Coben,2012
The Last Templar,Raymond Khoury,2006
Sexing the Cherry,Jeanette Winterson,1989
Four Blind Mice,James Patterson,2002
Women Who Love Too Much,Robin Norwood,1985
Dissolution,C.J. Sansom,2003
The Gate Thief,Orson Scott Card,2013
Mountain of Black Glass,Tad Williams,1999
In Our Time,Ernest Hemingway,1925
Winter of the World,Ken Follett,2012
Ten Big Ones,Janet Evanovich,2004
Poison Study,Maria V. Snyder,2005
Outbreak,Robin Cook,1987
A Room of One's Own,Virginia Woolf,1929
National Velvet,Enid Bagnold,1935
Pastoralia,George Saunders,2000
The Fall of Five,Pittacus Lore,2013
Rise of the Elgen,Richard Paul Evans,2012
Eagle Strike,Anthony Horowitz,2003
That Summer,Sarah Dessen,1996
Sycamore Row,John Grisham,2013
Case Histories,Kate Atkinson,2004
Love Warrior,Glennon Doyle Melton,2016
Slash,"Slash, Anthony Bozza",2007
Anastasia Krupnik,Lois Lowry,1978
The Commitments,Roddy Doyle,1987
North and South,John Jakes,1982
Curious George Rides a Bike,H.A. Rey,1952
There's a Wocket in My Pocket,Dr. Seuss,1974
Here on Earth ,Alice Hoffman,1997
The Prize,Julie Garwood,1991
American Wife,Curtis Sittenfeld,2008
A Hologram for the King,Dave Eggers,2012
Night Film,Marisha Pessl,2013
The Going-To-Bed Book,Sandra Boynton,1982
Extreme Measures,Vince Flynn,2008
Virgin,James Patterson,1980
The Goblin Emperor,Katherine Addison,2014
Oblivion,David Foster Wallace,2004
Eric,Terry Pratchett,1990
Echo Burning,Lee Child,2001
Lord Edgware Dies,Agatha Christie,1933
Heal Your Body,Louise L. Hay,1976
The Princess Diarist,Carrie Fisher,2016
When God Was a Rabbit,Sarah Winman,2011
Once We Were Brothers,Ronald H. Balson,2010
Caraval,Stephanie Garber,2017
Reunion in Death,J.D. Robb,2002
The Escape,David Baldacci,2014
Storm Born,Richelle Mead,2008
Night School,"Lee Child, Dick Hill",2016
The Secret Life of Bees,Sue Monk Kidd,2001
Prisoner of my desire ,Johanna Lindsey,1991
The Angel of Darkness,Caleb Carr,1997
Bones Are Forever,Kathy Reichs,2012
Fledgling,Octavia E. Butler,2005
The Passenger,Lisa Lutz,2016
The Constant Princess,Philippa Gregory,2005
Superfudge,Judy Blume,1980
A Time to Kill,John Grisham,1989
Amy & Matthew,Cammie McGovern,2014
Peace Like a River,Leif Enger,2001
Simply Irresistible,Rachel Gibson,1998
Crazy For You,Jennifer Crusie,1999
The Boleyn Inheritance,Philippa Gregory,2006
Princess Academy,Shannon Hale,2005
The Perfect Play,Jaci Burton,2011
Bookends,Jane Green,2000
Lon Po Po,Ed Young,1989
The 19th Wife,David Ebershoff,2008
A Man in Full,Tom Wolfe,1998
Academ's Fury,Jim Butcher,2005
The Little Stranger,Sarah Waters,2009
Shiver,Maggie Stiefvater,2009
Eon,Greg Bear,1984
Noble House,James Clavell,1981
Scoop,Evelyn Waugh,1937
Fill-in boyfrined,Kasie West,2015
Post Office,Charles Bukowski,1971
Down Under,Bill Bryson,2000
The Golden Lily,Richelle Mead,2012
Rebel Belle,Rachel Hawkins,2014
Torn,Amanda Hocking,2010
Slammerkin,Emma Donoghue,2000
Jennifer Government,Max Barry,2002
Allegiant,Veronica Roth,2013
Mitosis,Brandon Sanderson,2013
Lucky Jim,"Kingsley Amis, David Lodge",1954
One Summer,David Baldacci,2011
Hunger ,Michael  Grant,2009
A Work in Progress,Connor Franta,2015
Hate List,Jennifer Brown,2009
A Great and Terrible Beauty,Libba Bray,2003
Six of Crows,Leigh Bardugo,2015
The Crossing ,Cormac McCarthy,1994
Foundation and Empire,Isaac Asimov,1952
Gone with the Wind,Margaret Mitchell,1936
The Girl Next Door,Jack Ketchum,1989
Deep Six,Clive Cussler,1984
Elizabeth Street,Laurie Fabiano,2006
The Fall of Hyperion,Dan Simmons,1990
Uprooted,Naomi Novik,2015
The Secret History,Donna Tartt,1992
It's Not Summer Without You,Jenny Han,2010
Drei Kameraden,Erich Maria Remarque,1936
A Fistful of Charms,Kim Harrison,2006
"Whitney, My Love",Judith McNaught,1985
Four Past Midnight,Stephen King,1990
The Thorn Birds,Colleen McCullough,1977
That Night,Chevy Stevens,2014
Broken Angels,Richard K. Morgan,2003
True Blue,David Baldacci,2009
The magician's nephew,C.S. Lewis,1953
La peste,"Albert Camus, Stuart Gilbert",1947
The Fury and Dark Reunion,L.J. Smith,2007
The Da Vinci Code,Dan Brown,2003
Ninth Key,Meg Cabot,2001
Envy,Anna Godbersen,2009
Skippy Dies,Paul Murray,2010
The Lost Colony,Eoin Colfer,2006
Barefoot,Elin Hilderbrand,2007
Owl Moon,"Jane Yolen, John Schoenherr",1987
Defending Jacob,William Landay,2012
Plum Lovin',Janet Evanovich,2007
The Psychopath Test,Jon Ronson,2011
Ashes to Ashes,Tami Hoag,1999
Foxglove Summer,Ben Aaronovitch,2014
It Happened One Autumn,Lisa Kleypas,2005
The Wright Brothers,David McCullough,2015
The Prefect,Alastair Reynolds,2007
Undaunted Courage,Stephen E. Ambrose,1996
The History of Love,Nicole Krauss,2005
Sisterland,Curtis Sittenfeld,2013
Bloodfever,Karen Marie Moning,2007
In His Steps,Charles M. Sheldon,1896
Wife by wednesday,Catherine Bybee,2011
The First Bad Man,Miranda July,2015
"Lover Avenged, part one",J.R. Ward,2010
"Lover Enshrined, part one",J.R. Ward,2008
Redeployment,Phil Klay,2014
The Winds of War,Herman Wouk,1971
Morrigan's Cross,Nora Roberts,2006
The Other Typist,Suzanne Rindell,2013
Just Kids,Patti Smith,2010
The Dogs of Babel,Carolyn  Parkhurst,2003
Lit,Mary Karr,2008
Cat Among the Pigeons,Agatha Christie,1959
The Tortilla Curtain,T.C. Boyle,1995
Gossip Girl,Cecily von Ziegesar,2002
Erak's Ransom,John Flanagan,2007
The Fallen Angel,Daniel Silva,2012
The Alexandria Link,Steve Berry,2007
Reboot,Amy Tintera,2013
Anybody Out There?,Marian Keyes,2006
Little Altars Everywhere,Rebecca Wells,1992
The Last Time They Met,Anita Shreve,2001
Summer Sisters,Judy Blume,1998
Old Man's War,John Scalzi,2005
Love Walked In,Marisa de los Santos,2005
Bared to You,Sylvia Day,2012
Ordinary Grace,William Kent Krueger,2013
Tuck Everlasting,Natalie Babbitt,1975
Mercy,Julie Garwood,2001
Embrace the Night,Karen Chance,2008
The Gates of Rome,Conn Iggulden,2002
Seating Arrangements,Maggie Shipstead,2012
Storm Warning,Linda Sue Park,2010
C is for Corpse,Sue Grafton,1986
Lockdown,Alexander Gordon Smith,2009
Gravity's Rainbow,Thomas Pynchon,1973
The Venetian Betrayal,Steve Berry,2007
The Colour of Magic,Terry Pratchett,1983
The Analyst,John Katzenbach,2002
See Me,Nicholas Sparks,2015
Snow Falling on Cedars,David Guterson,1994
True Grit,Charles Portis,1968
Pyongyang,Guy Delisle,2003
The Golden Fool,Robin Hobb,2002
One Summer: America 1927,Bill Bryson,2013
Outpost,Ann Aguirre,2012
Evil Star,Anthony Horowitz,2006
Joyland,Stephen King,2013
Lies,Michael  Grant,2010
Blue Smoke,Nora Roberts,2005
Fade,Lisa McMann,2009
Goodnight Nobody,Jennifer Weiner,2005
Something Wonderful,Judith McNaught,1988
Catch Me,Lisa Gardner,2012
Candy Girl,Diablo Cody,2005
Winter Prey,John Sandford,1993
Firefight,Brandon Sanderson,2015
Odd Apocalypse,Dean Koontz,2012
Ghost Story,Jim Butcher,2011
Finnikin of the Rock,Melina Marchetta,2008
Witness,Sandra Brown,1995
Touch the Dark,Karen Chance,2006
Alexander Hamilton,Ron Chernow,2004
The Immortal Rules,Julie Kagawa,2012
Collected Poems 1909-1962,T.S. Eliot,1963
The Dragon Reborn ,Robert Jordan,1991
The 158-Pound Marriage,John Irving,1974
Princess Mia,Meg Cabot,2007
The Gods of Mars,Edgar Rice Burroughs,1913
Knife of Dreams,Robert Jordan,2005
Under the Skin,Michel Faber,2000
The Night Watch,Sarah Waters,2006
Magonia,Maria Dahvana Headley,2015
Kill Shot,Vince Flynn,2012
Danger in the Shadows,Dee Henderson,1999
How to Be Popular,Meg Cabot,2006
The Stone Monkey,Jeffery Deaver,2002
The Brethren,John Grisham,2000
Sojourn (Dark Elf #3),R.A. Salvatore,1990
The Reckoning,Kelley Armstrong,2010
Scarlet,A.C. Gaughen,2012
I Let You Go,Clare Mackintosh,2016
Slam,Nick Hornby,2007
Vengeance in Death,J.D. Robb,1997
A Piece of Cake: A Memoir,Cupcake Brown,2006
Poison Princess,Kresley Cole,2012
Underworld,Meg Cabot,2012
The Bazaar of Bad Dreams,Stephen King,2015
Timequake,Kurt Vonnegut Jr.,1997
The Mistake,Elle Kennedy,2015
Succubus Heat,Richelle Mead,2009
Beat the Reaper,Josh Bazell,2008
No Second Chance,Harlan Coben,2003
Asterios Polyp,David Mazzucchelli,2009
Flight of the Intruder,Stephen Coonts,1986
The Honor of the Queen,David Weber,1993
The Twelfth Card,Jeffery Deaver,2005
Waiting For You,Susane Colasanti,2009
Funny Girl,Nick Hornby,2014
Kiss the Girls,James Patterson,1995
Evergreen,Belva Plain,1978
Sweetbitter,Stephanie Danler,2016
Dream Warrior,Sherrilyn Kenyon,2009
Watermelon,Marian Keyes,1995
Dark Reunion,L.J. Smith,1991
Night Fall,Nelson DeMille,2004
Eat to Live,Joel Fuhrman,2003
Spirit Bound,Richelle Mead,2010
Soul of the Fire,Terry Goodkind,1999
Carmilla,J. Sheridan Le Fanu,1872
Before I Go to Sleep,S.J. Watson,2011
The King Beyond the Gate,David Gemmell,1985
Into the Still Blue,Veronica Rossi,2014
The Darkest Night,Gena Showalter,2008
In Watermelon Sugar,Richard Brautigan,1968
White Fang,Jack London,1906
Herzog,"Saul Bellow, Philip Roth",1964
The Passion,Jeanette Winterson,1987
The Fall of Reach,Eric S. Nylund,2001
The Fiery Heart,Richelle Mead,2013
Captivate,Carrie Jones,2010
Prince of Fire,Daniel Silva,2005
Left Drowning,Jessica Park,2013
Reunion,Meg Cabot,2001
My Soul to Keep,Rachel Vincent,2010
The Sun Also Rises,Ernest Hemingway,1926
Touch of Frost,Jennifer Estep,2011
The Shadow of the Torturer,Gene Wolfe,1980
Americanah,Chimamanda Ngozi Adichie,2013
The Man from St. Petersburg,Ken Follett,1982
Storm Front,Jim Butcher,2000
The Atlantis Complex,Eoin Colfer,2010
Magician's Gambit,David Eddings,1983
Soul On Ice,Eldridge Cleaver,1968
Belinda,"Anne Rice, Anne Rampling",1986
The Fourth Estate,Jeffrey Archer,1996
The One Tree,Stephen R. Donaldson,1982
"Llama, Llama Red Pajama",Anna Dewdney,2005
Secrets of a shoe addict,Beth Harbison,2008
Rosemary and Rue,Seanan McGuire,2009
Distant Shores,Kristin Hannah,2002
Columbine,Dave Cullen,2009
The Fifth Elephant,Terry Pratchett,1999
The Last Straw,Jeff Kinney,2009
Marathon Man,William Goldman,1974
The Enchanted,Rene Denfeld,2014
The Terminal Man,Michael Crichton,1972
